DateComtd,DayComtd,TimeComtd,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification
2014-05-07,Wednesday,11:30 AM,STATION10_PUNTA,Punta Princesa,BACK OF LOURDES PARISH,595037.75,1138119.09,NON-INDEX CRIME,,OTHERNONINDEX,Oral Defamation
2014-05-08,Thursday,6:30 PM,STATION4_MABOLO,Apas,OMEGA ST BRGY APAS CEBU CITY,599176.67,1142812.35,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-08,Thursday,3:15 AM,STATION8_TALAMBAN,Pulangbato,Sitio Burgos,598825.69,1149757.46,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-08,Thursday,4:30 PM,STATION10_PUNTA,Punta Princesa,LOURDES PARISH,595155.18,1138142.76,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-09,Friday,11:40 AM,STATION1_PARIAN,Pari-an,PARIAN ST,598824.39,1138596.58,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-09,Friday,2:00 PM,STATION6_PASIL,Calamba,Queensland Motel V Rama Avenu,597055.68,1138778.41,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-09,Friday,10:45 AM,STATION8_TALAMBAN,Talamban,Inside USC-TC Campus Nasipit,599994.26,1144464.98,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-09,Friday,9:10 PM,STATION8_TALAMBAN,Talamban,Inside USC-TC Campus Nasipit,600008.28,1144490.69,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-09,Friday,3:45 PM,STATION2_FUENTE,Kamputhaw,Inside Cashier of Perpetual Soccour Hospital Cebu City,598531.55,1140373.47,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-10,Saturday,8:00 AM,STATION4_MABOLO,Apas,CALVARY HILLS APAS CEBU CITY,599061.39,1142864.55,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-10,Saturday,10:00 AM,STATION5_CARBON,Kalubihan,inside Healing Touch Pelaez St,598396.04,1138425.25,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2014-05-10,Saturday,11:30 AM,STATION10_PUNTA,Punta Princesa,F. PACANA ST,595786.00,1138616.07,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-10,Saturday,2:00 PM,STATION11_MAMBALING,Basak San Nicolas,1057 E MACOPA ST,594759.16,1137730.79,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-11,Sunday,8:00 AM,STATION1_PARIAN,Pari-an,COLON ST,598740.10,1138488.95,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-11,Sunday,5:30 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE GEN.MAXILOM AVE. KAMPUTHAW CEBU CITY,598148.68,1139910.18,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-11,Sunday,10:40 PM,STATION2_FUENTE,Santa Cruz,CALDA PIZZA. JONES AVE.. BRGY. STA. CRUZ. CEBU CITY,597958.59,1139406.56,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-11,Sunday,9:00 AM,STATION2_FUENTE,Kamputhaw,CALDA PIZZA ESCARIO ST. BRGY. KAMPUTHAW. CEBU CITY,598489.96,1140750.36,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-11,Sunday,9:30 PM,STATION4_MABOLO,Lahug,SITIO SANTO NIÑO BRGY LAHUG CEBU CITY,599341.49,1140912.52,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-11,Sunday,8:20 PM,STATION9_GUADALUPE,Guadalupe,V RAMA ENGLIS RIVERSIDE GUADALUPE CEBU CITY,597092.62,1140272.54,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-12,Monday,7:30 PM,STATION2_FUENTE,Sambag I,398-L VISITACION ST. SAMBAG 1;CEBU CITY,597643.89,1139347.32,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-12,Monday,12:15 AM,STATION6_PASIL,Sawang Calero,280 D Tupaz Street,597509.44,1137842.34,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-12,Monday,12:54 AM,STATION9_GUADALUPE,Guadalupe,ESPINA VILLAGE GUADALUPE CEBU CITY,595934.08,1141175.12,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-12,Monday,5:25 PM,STATION10_PUNTA,Punta Princesa,DONA MARIA I,595264.73,1138472.24,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-12,Monday,2:30 PM,STATION2_FUENTE,Kamputhaw,Infront of LBC Gorordo Ave. Brgy. Kamputhaw Cebu City,598760.51,1140419.64,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-13,Tuesday,1:00 AM,STATION2_FUENTE,Kamputhaw,BEAT MANGO SQUARE; GEN. MAXILOM AVE. KAMPUTHAW;CEBU CITY,598124.04,1139897.85,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-13,Tuesday,8:25 PM,STATION7_PARDO,Basak Pardo,CEASARS COMPOUND UPPER KAUSWAGAN BASAK PARDO CEBU CITY,594373.44,1137034.17,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-13,Tuesday,8:00 PM,STATION9_GUADALUPE,Guadalupe,FATIMA DRIVE SITIO KABULAKAN BANAWA GUADALUPE CEBU CITY,595983.02,1140465.57,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-13,Tuesday,2:00 PM,STATION9_GUADALUPE,Kalunasan,UNIT 3 OPRA KALUNASAN CEBU CITY,596484.12,1142796.70,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-14,Wednesday,8:00 AM,STATION2_FUENTE,Kamputhaw,CASA ESCANO; 49 JUANA OSMEÑA EXT; CEBU CITY,597779.88,1140714.52,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-14,Wednesday,8:00 AM,STATION9_GUADALUPE,Guadalupe,VALLEY FRONT HOTEL HAPPY VALLEY ST GUADALUPE CEBU CITY,596899.98,1140259.75,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-14,Wednesday,8:00 AM,STATION9_GUADALUPE,Guadalupe,V RAMA AVE CORNER GUADALUPE HEIGHTS GUADALUPE CEBU CITY,596534.28,1141648.32,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-14,Wednesday,5:00 AM,STATION10_PUNTA,Tisa,HILLS VIEW,594284.15,1139601.85,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-15,Thursday,2:30 PM,STATION4_MABOLO,Mabolo,INSIDE MABOLO BRGY HALL MABOLO CEBU CITY,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-15,Thursday,5:00 PM,STATION9_GUADALUPE,Guadalupe,1836 R. DUTERTE ST GUADALUPE CEBU CITY,596729.86,1140564.44,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-16,Friday,5:00 PM,STATION1_PARIAN,Lorega San Miguel,LOREGA ST,598912.43,1139591.46,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-16,Friday,8:00 AM,STATION2_FUENTE,Santa Cruz,ORIENT EXPRESS RECRUITMENT SERVICES INC. UNIT 808 8TH FLOOR FUENTE TOWER 3 CLUB ULTIMA STA.CRUZ; CEBU CITY,597914.56,1139604.87,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-16,Friday,6:00 PM,STATION4_MABOLO,Mabolo,EXPRESS INN CORPORATION MJ CUENCO ST BRGY MABOLO CEBU CITY,600440.20,1140529.46,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-16,Friday,6:00 PM,STATION4_MABOLO,Carreta (Station 4),2ND ST NRA CARRETA CEBU CITY,599498.25,1139611.67,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-16,Friday,3:00 AM,STATION7_PARDO,Kinasang-an,SITIO PARADISE 2 KINASANG-AN CEBU CITY,594158.74,1136477.95,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-16,Friday,12:30 PM,STATION4_MABOLO,Luz,Ground Floor Basement 1 Ayala Center Cebu City,599036.82,1140756.57,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-17,Saturday,2:30 PM,STATION9_GUADALUPE,Guadalupe,LOCSIN GENERAL MERCHANDIZE ENGLIS V RAMA AVE GUADALPE CEBU CITY,596728.88,1140953.20,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-17,Saturday,4:00 PM,STATION10_PUNTA,To - ong,SITIO BUGNA,590175.69,1140025.25,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-18,Sunday,11:50 AM,STATION1_PARIAN,Kamagayan,BONIFACIO ST,598924.25,1138732.39,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-18,Sunday,3:15 AM,STATION2_FUENTE,Kamputhaw,INSIDE ALCOLOGY MANGO SQUARE MANGO AVE. KAMPUTHAW; CEBU CITY,598155.67,1139931.20,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-18,Sunday,4:20 PM,STATION3_WATERFRONT,Tejero,Sitio Agay ay,599395.15,1139508.66,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-18,Sunday,10:00 PM,STATION5_CARBON,Kalubihan,Borromeo St corner P Lopez St,598333.65,1138046.00,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2014-05-20,Tuesday,1:05 AM,STATION4_MABOLO,Lahug,SITIO MARACAS NIVEL HILLS BRGY LAHUG CEBU CITY,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-20,Tuesday,4:30 AM,STATION4_MABOLO,Busay,UPPER BUSAY CEBU CITY,596544.80,1145958.14,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-20,Tuesday,2:30 PM,STATION6_PASIL,Calamba,N. Bacalso Ave,597348.10,1138402.19,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-20,Tuesday,12:14 PM,STATION9_GUADALUPE,Guadalupe,BRIONES ST CORNER ANDRES ABELLANA ST GUADALUPE CEBU CITY,596883.50,1141117.04,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-20,Tuesday,2:30 PM,STATION10_PUNTA,Labangon,DACLAN COMPOUND,596057.77,1138482.57,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-21,Wednesday,5:00 PM,STATION1_PARIAN,San Antonio,JUNQUERA ST,598439.81,1138871.10,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-21,Wednesday,1:30 AM,STATION5_CARBON,Ermita,MC Briones st cor Escaño st ,598431.88,1137792.39,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-21,Wednesday,8:00 AM,STATION8_TALAMBAN,Talamban,Nasipit,600145.55,1145163.90,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-21,Wednesday,9:00 AM,STATION9_GUADALUPE,Guadalupe,B RODRIGUEZ CORNER V RAMA AVE GUADALUPE CEBU CITY,596823.69,1140654.65,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-21,Wednesday,10:30 AM,STATION10_PUNTA,Buhisan,BUHISAN ROAD,594158.93,1138982.86,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-21,Wednesday,4:00 AM,STATION10_PUNTA,Punta Princesa,TRES DE ABRIL ST BAYABAS EXT,595506.59,1138102.86,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-22,Thursday,12:00 PM,STATION2_FUENTE,Santa Cruz,CROWN REGENCY OSMENA BLVD. BRGY. STA. CRUZ;CEBU CITY,597929.77,1139627.09,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-22,Thursday,8:45 PM,STATION4_MABOLO,Lahug,0730 GORORDO AVE BRGY LAHUG CEBU CITY,598403.11,1141345.38,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-22,Thursday,1:30 AM,STATION8_TALAMBAN,Talamban,Aquamarine 4 Silverhills ,600146.84,1145535.03,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-22,Thursday,12:00 AM,STATION9_GUADALUPE,Kalunasan,SAN JOSE VILLE KALUNASAN CEBU CITY,596105.03,1143944.12,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-22,Thursday,8:00 PM,STATION10_PUNTA,Labangon,SALVADOR EXT,595985.65,1139076.53,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-22,Thursday,8:15 AM,STATION10_PUNTA,Tisa,KATIPUNAN ST,595445.36,1139014.36,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-23,Friday,2:00 AM,STATION2_FUENTE,Sambag I,#14F URGELLO ST. SAMBAG 1;CEBU CITY,597884.84,1138679.16,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-23,Friday,10:00 AM,STATION2_FUENTE,Kamputhaw,INSIDE MINISHOP MANGO GEN. MAXILOM AVE; KAMPUTHAW; CEBU CITY,598068.89,1139874.35,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-23,Friday,9:00 AM,STATION4_MABOLO,Mabolo,SOUTH HILLS TISA CEBU CITY,594314.90,1139578.66,NON-INDEX CRIME,,OTHERNONINDEX,Falsification of Public Documents
2014-05-23,Friday,10:20 PM,STATION4_MABOLO,Mabolo,S. BORCES BRGY MABOLO CEBU CITY,600159.96,1140750.43,NON-INDEX CRIME,,OTHERNONINDEX,Other Non-Index
2014-05-23,Friday,9:00 AM,STATION4_MABOLO,Apas,Sitio Upper Panabang Brgy Apas Cebu City,599315.60,1142700.70,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-05-23,Friday,1:00 AM,STATION6_PASIL,Suba,Miisionaries Street,597924.46,1137638.05,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Paricide
2014-05-23,Friday,8:30 PM,STATION9_GUADALUPE,Guadalupe,ZODIAC VILLE V RAMA AVE GUADALUPE CEBU CITY,596852.37,1140481.98,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-24,Saturday,2:24 AM,STATION3_WATERFRONT,San Roque,MJ Cuenco Ave. Eastern Shipping Lines,599037.59,1137985.53,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-24,Saturday,9:20 PM,STATION3_WATERFRONT,Santo Niño,SRP Subway,599234.67,1138093.47,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-24,Saturday,3:25 PM,STATION3_WATERFRONT,Tinago,MJ Cuenco Ave. near Tinago Bridge,599232.83,1138747.15,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-24,Saturday,10:30 AM,STATION9_GUADALUPE,Guadalupe,SKYGO BRANCH MARKETING OFFICE M VELEZ ST GUADALUPE CEBU CITY,597105.64,1140660.10,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-24,Saturday,11:15 AM,STATION10_PUNTA,Quiot Pardo,GREENBELT DRIVE,594015.36,1138193.38,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-24,Saturday,11:00 AM,STATION10_PUNTA,Labangon,SITIO BUGNAY II,596503.93,1139024.26,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-24,Saturday,3:02 PM,STATION10_PUNTA,Tisa,SAN JOSE EXT,595425.78,1138869.56,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-24,Saturday,2:30 PM,STATION11_MAMBALING,Duljo Fatima,C PADILLA ST,596417.60,1137945.43,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-25,Sunday,11:30 AM,STATION1_PARIAN,Pari-an,COLON ST,598702.50,1138488.84,NON-INDEX CRIME,,OTHERNONINDEX,Falsification of Public Documents
2014-05-25,Sunday,3:30 PM,STATION3_WATERFRONT,Santo Niño,Colon St. Mercury Drug Store,598402.22,1138315.25,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-25,Sunday,6:30 PM,STATION3_WATERFRONT,Tejero,T. Padilla Ext.,599688.39,1138851.16,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-25,Sunday,7:00 PM,STATION3_WATERFRONT,San Roque,Inside Plaza Independencia,599141.01,1137976.48,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-25,Sunday,4:00 PM,STATION4_MABOLO,Luz,BELERAN ST. ACTIVE ZONE CEBU BUSINESS PARK CEBU CITY,599133.36,1140684.48,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2014-05-25,Sunday,12:00 PM,STATION4_MABOLO,Apas,MONTEBELLO VILLA HOTEL BRGY APAS CEBU CITY,599168.99,1143035.25,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-25,Sunday,9:00 PM,STATION8_TALAMBAN,Guba,Bangkal ,597778.83,1152598.12,NON-INDEX CRIME,,OTHERNONINDEX,Kidnapping
2014-05-25,Sunday,11:00 AM,STATION9_GUADALUPE,Kalunasan,UNIT 4 OPRA KALUNASAN CEBU CITY,597087.36,1142168.09,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-26,Monday,9:30 AM,STATION1_PARIAN,T. Padilla,T PADILLA ST,598969.32,1138867.78,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-26,Monday,1:30 PM,STATION1_PARIAN,San Antonio,OSMENA BLVD,598278.96,1138693.10,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-26,Monday,3:30 AM,STATION2_FUENTE,Capitol Site,LA FORTUNA BAKESHOP; JONE AVE. CAPITOL SITE CEBU CITY,597516.79,1140479.76,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-26,Monday,6:30 AM,STATION2_FUENTE,Santa Cruz,ALINASE BLDG. JONES AVE.; CEBU CITY.,597939.36,1139456.12,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-26,Monday,4:00 PM,STATION9_GUADALUPE,Guadalupe,3RD ST HAPPY VALLEY GUADALUPE CEBU CITY,596618.09,1139761.03,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-27,Tuesday,7:30 PM,STATION2_FUENTE,Sambag I,319 P. URGELLO ST.,597803.55,1138865.11,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-28,Wednesday,5:30 AM,STATION2_FUENTE,Kamputhaw,PARKING ENTRANCE MANGO SQAURE MANGO AVE.KAMPUTHAW; CEBU CITY,598137.19,1139922.69,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-05-28,Wednesday,5:00 PM,STATION2_FUENTE,Kamputhaw,ROUTE STOP JUANA OSMEÑA; BRGY. KAMPUTHAW; CEBU CITY,598023.65,1139983.36,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-28,Wednesday,3:35 AM,STATION4_MABOLO,Mabolo,HOLLYNAME MABOLO CEBU CITY,600298.59,1140748.49,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-28,Wednesday,12:30 AM,STATION5_CARBON,Kalubihan,DEXTER CYBERLAB INTERNET CAFÉ Sanciangko St,598190.35,1138452.39,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-28,Wednesday,6:40 AM,STATION8_TALAMBAN,Cambinocot,Sitio Lintowang,598250.85,1156763.55,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Homicide
2014-05-28,Wednesday,2:00 PM,STATION9_GUADALUPE,Kalunasan,SITIO KALUBIHAN CAMP MARINA KALUNASAN CEBU CITY,596892.15,1142095.10,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-28,Wednesday,2:30 PM,STATION9_GUADALUPE,Guadalupe,SAMBAG 4 QUIJADA ST GUADALUPE CEBU CITY,596183.24,1141030.77,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-28,Wednesday,6:00 AM,STATION9_GUADALUPE,Kalunasan,UNIT 3 OPRA VILLAGE KALUNASAN CEBU CITY,596130.67,1143164.54,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-28,Wednesday,9:20 PM,STATION11_MAMBALING,Mambaling,PETRON GAS STATION N BACALSO AVE,596191.80,1138024.19,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-28,Wednesday,12:30 AM,STATION11_MAMBALING,Basak San Nicolas,CERES COMPD,595047.47,1137133.89,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness
2014-05-29,Thursday,11:30 PM,STATION4_MABOLO,Mabolo,MJ CUENCO AVE COR J LUNA AVE NEAR ANDOKS BRGY MABOLO CEBU CITY,600158.91,1140295.21,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-29,Thursday,3:30 PM,STATION7_PARDO,Kinasang-an,LOWER PARADISE KINASANG-AN CEBU CITY,594162.46,1136842.17,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Homicide
2014-05-30,Friday,2:30 AM,STATION1_PARIAN,Pari-an,SANCIANGKO ST,598626.94,1138624.02,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-30,Friday,5:45 AM,STATION2_FUENTE,Sambag I,#444 P.DEL ROSARIO EXT. SAMBAG 1; CEBU CITY,597695.04,1138696.72,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-05-30,Friday,8:00 PM,STATION4_MABOLO,Luz,SITIO CALINAW BRGY LUZ CEBU CITY,598942.36,1140924.38,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2014-05-31,Saturday,10:10 PM,STATION4_MABOLO,Mabolo,J Luna Ave Brgy Mabolo Cebu City,600055.37,1140350.94,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-05-31,Saturday,8:30 PM,STATION9_GUADALUPE,Guadalupe,J LABRA ST GUADALUPE CEBU CITY,596373.15,1142142.77,NON-INDEX CRIME,,OTHERNONINDEX,Other Non-Index
2014-05-31,Saturday,3:00 PM,STATION9_GUADALUPE,Guadalupe,CALDERON CMPD GUADALUPE CEBU CITY,596732.60,1140457.72,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-05-31,Saturday,9:30 AM,STATION10_PUNTA,Tisa,SITIO BAYONG,594797.95,1139031.28,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-01,Sunday,12:20 AM,STATION4_MABOLO,Apas,SITIO ANAGON APAS CEBU CITY,599061.39,1142864.55,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-01,Sunday,8:00 AM,STATION8_TALAMBAN,Talamban,Kauswagan road,600260.48,1146658.04,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-01,Sunday,7:00 AM,STATION9_GUADALUPE,Guadalupe,HAPPY VALLEY ST GUADALUPE CEBU CITY,596980.67,1139968.74,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness
2014-06-01,Sunday,2:45 PM,STATION9_GUADALUPE,Guadalupe,HORSHOE HILLS SUBD GUADALUPE CEBU CITY,596058.63,1140311.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-01,Sunday,7:50 PM,STATION11_MAMBALING,Mambaling,PACUBAS COMPD,595735.35,1137829.81,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-06-02,Monday,6:00 PM,STATION2_FUENTE,Santa Cruz,F. RAMOS ST. STA. CRUZ; CEBU CITY.,598177.51,1139471.38,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-02,Monday,3:00 PM,STATION4_MABOLO,Lahug,AUTOWELT BMW LAHUG CEBU CITY,597903.85,1142585.89,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-06-02,Monday,3:00 AM,STATION5_CARBON,Ermita,Bato Carbon,598386.30,1137707.04,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-02,Monday,1:00 AM,STATION10_PUNTA,Tisa,SAN JOSE VILL,595299.10,1138794.51,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-02,Monday,2:45 PM,STATION10_PUNTA,Tisa,NEPTUNE ST,594544.62,1138864.84,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-03,Tuesday,10:10 PM,STATION1_PARIAN,Day-as,JAKOSALEM ST,598754.08,1138531.02,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-03,Tuesday,11:53 PM,STATION3_WATERFRONT,Santo Niño,SRP Subway,599239.36,1138098.16,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-06-03,Tuesday,10:00 AM,STATION4_MABOLO,Apas,SITIO FATIMA APAS CEBU CITY,597937.08,1143123.09,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-06-03,Tuesday,11:40 AM,STATION9_GUADALUPE,Guadalupe,OUTSOURCE CEBU V RAMA AVE GUADALUPE CEBU CITY,596590.93,1141555.10,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-04,Wednesday,3:00 AM,STATION6_PASIL,Calamba,Saceda Compound,596897.50,1138623.89,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-06-04,Wednesday,8:00 PM,STATION7_PARDO,Bulacao,SITIO SARYO BULACAO CEBU CITY,592869.02,1135893.19,NON-INDEX CRIME,,OTHERNONINDEX,Arson
2014-06-04,Wednesday,7:00 PM,STATION11_MAMBALING,Basak San Nicolas,SITIO LUPA BONTORES,594914.18,1137541.52,NON-INDEX CRIME,,OTHERNONINDEX,Oral Defamation
2014-06-05,Thursday,10:20 PM,STATION9_GUADALUPE,Guadalupe,GOLDENVILLE SUBD BANAWA GUADALUPE CEBU CITY,596674.02,1140397.44,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2014-06-05,Thursday,6:00 PM,STATION9_GUADALUPE,Guadalupe,SAN ROQUE ENGLIS V RAMA AVE GUADALUPE CEBU CITY,597055.04,1140267.76,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-05,Thursday,11:00 AM,STATION10_PUNTA,Labangon,DSWD REGIONAL HAVEN,596312.06,1138727.24,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2014-06-05,Thursday,2:00 PM,STATION10_PUNTA,Labangon,SALVADOR ST,596120.61,1138705.70,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2014-06-06,Friday,4:30 AM,STATION2_FUENTE,Kamputhaw,ONBOARD TAXICAB MANGO SQUARE; KAMPUTHAW; CEBU CITY,598158.11,1139899.11,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2014-06-06,Friday,6:30 PM,STATION2_FUENTE,Sambag I,URGELLO ST. SAMBAG 1; CEBU CITY,597797.82,1138918.20,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2014-06-06,Friday,10:00 AM,STATION8_TALAMBAN,Talamban,USC-TC Nasipit,600059.80,1144550.36,NON-INDEX CRIME,,OTHERNONINDEX,Slander
2014-06-07,Saturday,2:00 PM,STATION1_PARIAN,Day-as,JAKOSALEM ST,598674.33,1138813.80,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
