DateComtd,DayComtd,TimeComtd,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification
2014-02-13,Thursday,8:15 PM,STATION5_CARBON,Ermita,Unit II Carbon Public Market,598436.57,1138364.93,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-13,Thursday,6:00 AM,STATION7_PARDO,Basak Pardo,1072 BASAK PARDO CEBU CITY,594546.70,1137268.10,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-13,Thursday,4:00 PM,STATION8_TALAMBAN,Talamban,1211 Leyson St.,600119.51,1146255.60,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-13,Thursday,10:30 AM,STATION10_PUNTA,Labangon,SITO CULO,596415.17,1138827.91,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2014-02-13,Thursday,3:45 AM,STATION11_MAMBALING,Basak San Nicolas,SITIO LUPA,595113.24,1137143.41,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2014-02-13,Thursday,9:00 PM,STATION11_MAMBALING,Mambaling,888 C PADILLA ST EXTN,596060.59,1137883.75,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-13,Thursday,2:00 PM,STATION11_MAMBALING,Mambaling,COR TABADA ST,595484.68,1137088.38,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-13,Thursday,9:45 AM,STATION2_FUENTE,Kamputhaw,Inside PUJ Gorordo Ave. Cebu City,598798.54,1140263.34,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-13,Thursday,2:30 PM,STATION1_PARIAN,Lorega San Miguel,Inside Parking Area St. Peter Funeral New Imus Road,598976.35,1139287.45,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-13,Thursday,1:30 PM,STATION2_FUENTE,Kamputhaw,Inside 14D PUJ Along Escario St.,598315.59,1140717.19,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-13,Thursday,1:20 PM,STATION11_MAMBALING,Mambaling,B.Rodriquez,597437.20,1139632.43,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-14,Friday,12:00 PM,STATION1_PARIAN,Kamagayan,PELAEZ ST,598343.66,1138623.12,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-14,Friday,1:40 PM,STATION1_PARIAN,Kamagayan,PELAEZ ST,598404.79,1138609.29,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-14,Friday,10:00 PM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE GEN.MAXILOM KAMPUTHAW CEBU CITY,598058.32,1139871.40,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-14,Friday,2:00 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE MALL JULIANA CLUB MANGO AVE.KAMPUTHAW CEBU CITY,598081.64,1139936.83,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-14,Friday,12:00 AM,STATION3_WATERFRONT,Santo Ni§o,Colon St. Inside Gaisano Metro,598374.11,1138282.49,INDEX CRIME,Crime Against Property,THEFT,Groceries
2014-02-14,Friday,9:00 AM,STATION3_WATERFRONT,San Roque,Arellano Blvd. inside BFAR office,599399.08,1138121.95,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-14,Friday,1:00 PM,STATION3_WATERFRONT,Tinago,MJ Cuenco Ave.,599245.72,1139172.07,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-14,Friday,10:45 AM,STATION4_MABOLO,Mabolo,SM DEPT STORE SM CITY NRA CEBU CITY,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2014-02-14,Friday,11:00 AM,STATION4_MABOLO,Mabolo,GO SOTO COMPOUND 1888 MJ CUENCO AVE BRGY MABOLO CEBU CITY,600285.57,1140102.64,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-14,Friday,2:00 PM,STATION4_MABOLO,Lahug,INSIDE PUJ FROM PHILHEALTH TO UP BRGY LAHUG CEBU CITY,598374.66,1141436.34,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-14,Friday,9:22 PM,STATION4_MABOLO,Lahug,CHO SUN GALBI KOREAN RESTAURANT SALINAS DRIVE LAHUG CEBU CITY,599226.17,1141926.63,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-14,Friday,8:00 PM,STATION4_MABOLO,Luz,THE TERRACES WING AYALA MALL CEBU CITY,599173.24,1140705.60,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-14,Friday,8:40 PM,STATION5_CARBON,Kalubihan,Colon Street,598361.36,1138325.35,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-14,Friday,10:00 AM,STATION8_TALAMBAN,Talamban,Dr. Su Drive Nasipit,600215.20,1144839.08,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-14,Friday,9:30 AM,STATION10_PUNTA,Tisa,078 F PACA•A ST,595583.28,1138848.98,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-14,Friday,8:30 AM,STATION11_MAMBALING,Basak San Nicolas, CAIMITO  EXTN,595393.20,1137891.26,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-14,Friday,9:10 AM,STATION11_MAMBALING,Basak San Nicolas,Shopwise N Bacalso Ave Cebu City,595285.63,1137699.53,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2014-02-14,Friday,5:00 PM,STATION11_MAMBALING,Mambaling,SITIO WANGYU ALASKA,596390.28,1137627.84,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-14,Friday,11:00 PM,STATION11_MAMBALING,Duljo Fatima,N BACALSO AVE,596421.62,1138192.91,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-14,Friday,3:05 AM,STATION4_MABOLO,Lahug,IT Park ,599219.15,1141916.10,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-14,Friday,5:30 AM,STATION2_FUENTE,Kamputhaw,Along the sidewalk of Gen. Maxilum Ave. Outside Mango Square,598115.26,1139885.57,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-15,Saturday,6:00 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE CEBU CITY,598172.17,1139910.24,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-15,Saturday,7:45 AM,STATION2_FUENTE,Kamputhaw,PUROK 3 KAMPUTHAW CEBU CITY,598342.06,1140912.19,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-15,Saturday,3:00 AM,STATION2_FUENTE,Kamputhaw,JULIANA DISCO BAR GEN.MAXILOM AVE. CEBU CITY,598083.98,1139939.17,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-15,Saturday,6:45 AM,STATION3_WATERFRONT,San Roque,Lapu Lapu St. cor V. Gullas st.,599107.09,1138340.58,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-15,Saturday,12:00 PM,STATION4_MABOLO,Apas,THE LINK BUILDING IT PARK APAS CEBU CITY,599226.17,1141926.63,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-15,Saturday,7:00 PM,STATION5_CARBON,Kalubihan,Colon Street,598361.36,1138325.35,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-15,Saturday,8:15 PM,STATION5_CARBON,Kalubihan,Osme§a Boulevard near SSS,598300.10,1138386.75,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-15,Saturday,3:30 AM,STATION9_GUADALUPE,Guadalupe,INFRONT GUADALUPE SPORTS COMPLEX V RAMA AVE GUADALUPE CEBU CITY,596704.89,1141130.55,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-15,Saturday,6:30 PM,STATION9_GUADALUPE,Guadalupe,SITIO SAN ROQUE ENGLIS V RAMA AVE GUADALUPE CEBU CITY,597045.85,1140193.03,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-15,Saturday,7:30 PM,STATION10_PUNTA,Punta Princesa,1242 E SABELLANO ST,595011.65,1138212.41,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-15,Saturday,12:30 PM,STATION10_PUNTA,Labangon,SCIENCE HIGH SCHOOL SALVADOR ST,596118.82,1138929.82,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-15,Saturday,9:00 AM,STATION10_PUNTA,Labangon,A. LOPEZ ST,596714.45,1138947.80,INDEX CRIME,Crime Against Property,THEFT,Explosives/Supply
2014-02-15,Saturday,6:00 PM,STATION4_MABOLO,Tabunan,Sitio Cantipla,590310.46,1152503.18,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-16,Sunday,10:20 AM,STATION1_PARIAN,Pari-an,SUDLON ST,598856.03,1138582.54,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2014-02-16,Sunday,5:00 AM,STATION2_FUENTE,Kamputhaw,HOTEL EUROPA MANGO SQUARE GEN.MAXILOM CEBU CITY,598104.47,1139964.91,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-16,Sunday,3:00 PM,STATION2_FUENTE,Kamputhaw,CEST LA VIE PENSION JUANA OSME•A ST. CEBU CITY,598016.08,1140061.54,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-16,Sunday,11:40 AM,STATION3_WATERFRONT,Santo Ni§o,Manalili St. outside Pacific Tourist Inn,598468.35,1138194.04,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-16,Sunday,7:00 AM,STATION4_MABOLO,Mabolo,NOBATO PARKING AREA SM CITY CEBU,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-16,Sunday,11:45 AM,STATION4_MABOLO,Apas,E BLOCK 3 IT PARK APAS CEBU CITY,599032.68,1141801.21,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-16,Sunday,4:30 PM,STATION4_MABOLO,Luz,METRO AYALA PARKING LOT CEBU BUSINESS PARK CEBU CITY,599173.24,1140705.60,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-16,Sunday,10:20 AM,STATION4_MABOLO,Mabolo,TOBYS SPORTS UPPER GROUND FLOOR SM CITY CEBU,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-16,Sunday,8:00 AM,STATION8_TALAMBAN,Bacayan,Villa Del Rio 1,600718.05,1147655.39,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-16,Sunday,4:00 AM,STATION11_MAMBALING,Mambaling,SRP ROAD,596209.23,1137021.96,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-16,Sunday,8:30 AM,STATION11_MAMBALING,Duljo Fatima,C PADILLA ST,596647.72,1138006.76,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-16,Sunday,9:30 AM,STATION5_CARBON,Ermita,Go-Chiu Warehouse # 47 El Filibusterismo St. ,598215.38,1137907.34,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-17,Monday,8:00 AM,STATION1_PARIAN,Kamagayan,SANCIANGKO ST,598428.32,1138600.01,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-17,Monday,7:00 AM,STATION1_PARIAN,Day-as,SIKATUNA ST,598682.22,1139016.40,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,10:00 AM,STATION2_FUENTE,Kamputhaw,172-A F.SOTTO DRIVE LARAY KAMPUTHAW CEBU CITY,598576.98,1140092.88,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-17,Monday,2:00 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE AVE. KAMPUTHAW CEBU CITY,598161.03,1139904.96,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-17,Monday,5:00 PM,STATION2_FUENTE,Cogon Ramos,NENE PHIL TARP JUNQUERA ST.COGON RAMOS CEBU CITY,598349.87,1139177.13,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-17,Monday,6:00 AM,STATION3_WATERFRONT,Tejero,Sitio Sampaguita ,599297.14,1139270.26,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,3:00 AM,STATION3_WATERFRONT,Santo Ni§o,Plaridel St.,598571.89,1138142.97,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,3:00 AM,STATION3_WATERFRONT,Tejero,MJ Cuenco Ave.,599236.28,1139186.05,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,6:50 PM,STATION5_CARBON,Pahina Central,Leon Kilat Street,598108.03,1138365.63,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-17,Monday,3:00 PM,STATION6_PASIL,Calamba,N Bacalso cor V Rama,597162.46,1138404.01,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-17,Monday,6:00 AM,STATION7_PARDO,Basak Pardo,377-C HOLYCROSS BASAK PARDO CEBU CITY,594710.58,1137492.66,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,9:30 PM,STATION8_TALAMBAN,Talamban,DRJ Minimart Leyson St,600251.41,1146341.75,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-17,Monday,9:00 AM,STATION8_TALAMBAN,Talamban,near RD Pawnshop Nasipit,600132.20,1144701.12,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-17,Monday,2:30 AM,STATION11_MAMBALING,Duljo Fatima,421-R 1ST ST COR R PADILLA ST,596591.26,1138241.71,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-17,Monday,11:30 AM,STATION1_PARIAN,San Antonio,Inside Von Chic Botique Junquera St.,598383.06,1138863.23,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-18,Tuesday,2:00 PM,STATION1_PARIAN,Day-as,SIKATUNA ST,598722.78,1139170.47,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-18,Tuesday,8:05 PM,STATION1_PARIAN,Kamagayan,PELAEZ ST,598234.80,1138898.29,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-18,Tuesday,11:00 PM,STATION2_FUENTE,Sambag I,TANGKUNGAN URGELLO BRGY.SAMBAG1 CEBU CITY,597560.64,1138863.85,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-18,Tuesday,4:45 AM,STATION4_MABOLO,Kasambagan,NEAR FLYOVER GOV CUENCO AVE KASAMBAGAN CEBU CITY,599470.98,1141767.42,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-18,Tuesday,8:00 PM,STATION4_MABOLO,Mabolo,1482 B GIL TUD TUD STREET MABOLO CEBU CITY,600072.10,1140250.61,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-18,Tuesday,3:30 PM,STATION4_MABOLO,Carreta (Station 4),MJ CUENCO AVE BRGY CARRETA CEBU CITY,599497.42,1139901.14,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-18,Tuesday,11:00 PM,STATION4_MABOLO,Kasambagan,NO. 28 MAGSAYSAY STREET VILLA AURORA KASAMBAGAN CEBU CITY,600278.78,1141943.66,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-18,Tuesday,9:00 AM,STATION8_TALAMBAN,Bacayan,Bacayan,600860.92,1148210.12,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2014-02-18,Tuesday,11:00 PM,STATION9_GUADALUPE,Guadalupe,VALLEY FRONT HOTEL HAPPY VALLEY ST GUADALUPE CEBU CITY,596899.98,1140259.75,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-18,Tuesday,7:00 AM,STATION11_MAMBALING,Basak San Nicolas,CABREROS ST ,594854.23,1137550.58,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-18,Tuesday,8:30 AM,STATION4_MABOLO,Mabolo,VISMIN Apartment Traders Incorporated,599938.38,1140177.86,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-19,Wednesday,4:30 PM,STATION1_PARIAN,T. Padilla,T PADILLA ST,599009.92,1139003.19,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2014-02-19,Wednesday,4:30 AM,STATION2_FUENTE,Capitol Site,NEAR CALTEX GEN.MAXILOM AVE.CAPITOL SITE  CEBU CITY,598023.08,1139871.31,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-19,Wednesday,12:05 PM,STATION3_WATERFRONT,Tinago,Zulueta St.,599040.66,1138564.51,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-19,Wednesday,1:05 PM,STATION4_MABOLO,Luz,Grocery Section Ayala Center Cebu DEPT STORE,599173.24,1140705.60,INDEX CRIME,Crime Against Property,THEFT,Groceries
2014-02-19,Wednesday,7:00 AM,STATION10_PUNTA,Punta Princesa,GANCIANG ST,595571.34,1138055.17,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-19,Wednesday,3:00 AM,STATION11_MAMBALING,Mambaling,YBANEZ COMPD,596146.21,1137722.19,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2014-02-19,Wednesday,3:00 AM,STATION11_MAMBALING,Mambaling,SITIO NAVA ALASKA,596193.62,1137572.90,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-20,Thursday,8:40 AM,STATION1_PARIAN,T. Padilla,MJ CUENCO AVE,599183.66,1139055.04,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-20,Thursday,5:00 AM,STATION1_PARIAN,Zapatera,SIKATUNA ST,598728.74,1139184.61,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-20,Thursday,12:00 AM,STATION1_PARIAN,T. Padilla,SIKATUNA ST,598794.80,1139091.42,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-20,Thursday,9:40 AM,STATION2_FUENTE,Capitol Site,INFRONT OF CAPITOL ESCARIO ST.CAPITOL SITE CEBU CITY,597558.36,1140528.90,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-20,Thursday,12:00 AM,STATION2_FUENTE,Kamputhaw,RN VIOS CONSTRUCTION MOLAVE ST. KAMPUTHAW CEBU CITY,598579.99,1141112.44,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-20,Thursday,10:00 PM,STATION2_FUENTE,Capitol Site,Fuente CIRCLE CAPITOL SITE CEBU CITY,597792.45,1139787.79,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-20,Thursday,9:05 AM,STATION3_WATERFRONT,San Roque,S. Osme§a Blvd.,599365.51,1138359.98,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-20,Thursday,8:00 PM,STATION3_WATERFRONT,Tejero,Benedicto St.,599584.19,1139135.67,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-20,Thursday,12:15 AM,STATION4_MABOLO,Luz,AVIDA TOWER CEBU BUSINESS PARK AYALA CEBU CITY,598944.69,1140931.39,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-21,Friday,6:00 AM,STATION1_PARIAN,Lorega San Miguel,ECHAVEZ ST,598919.98,1139694.07,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-21,Friday,2:30 AM,STATION1_PARIAN,Lorega San Miguel,LOREGA ST,598976.96,1139488.80,INDEX CRIME,Crime Against Property,THEFT,Water Meter Theft
2014-02-21,Friday,5:00 PM,STATION2_FUENTE,Santa Cruz,ROBINSON'S MALL JOLLIBEE CEBU CITY,597901.70,1139793.35,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-21,Friday,12:30 PM,STATION3_WATERFRONT,Santo Ni§o,Osme§a Blvd. inside Jollibee,598388.24,1138273.19,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-21,Friday,9:00 AM,STATION9_GUADALUPE,Guadalupe,CROWN REGENCY GUADALUPE CEBU CITY,596572.21,1141527.04,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2014-02-21,Friday,2:00 AM,STATION9_GUADALUPE,Guadalupe,SITIO KANAAS SINGSON GUADALUPE CEBU CITY,596301.84,1140413.34,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-21,Friday,5:00 PM,STATION11_MAMBALING,Basak San Nicolas,SOUTH ROAD,594807.14,1137587.81,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-21,Friday,9:30 AM,STATION1_PARIAN,Zapatera,San Jose Pension House Room 20 Rahman St.,598712.79,1139842.89,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-22,Saturday,3:00 PM,STATION1_PARIAN,Kamagayan,SANCIANGKO ST,598476.72,1138562.92,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-22,Saturday,12:00 PM,STATION2_FUENTE,Santa Cruz,OSME•A BLVD. NEAR FLYOVER ROBINSON'S  CEBU CITY,597851.49,1139684.07,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2014-02-22,Saturday,4:30 AM,STATION3_WATERFRONT,Tinago,S. Osme§a Blvd. beside Juasing Hardware,599571.31,1138706.08,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-22,Saturday,4:53 PM,STATION3_WATERFRONT,Santo Ni§o,Manalili St. cor Borromeo St.,598440.42,1138100.58,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-22,Saturday,7:00 AM,STATION5_CARBON,Ermita,Brgy Ermita Proper,598196.28,1137799.28,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-22,Saturday,9:30 AM,STATION7_PARDO,Pardo (Pob.),POB. PARDO CEBU CITY,593768.39,1136579.63,INDEX CRIME,Crime Against Property,THEFT,Salisi
2014-02-22,Saturday,4:00 AM,STATION9_GUADALUPE,Sapangdaku,ST MARTIN HEIGHTS SAPANGDAKU CEBU CITY,593736.64,1143989.03,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-22,Saturday,11:30 AM,STATION10_PUNTA,Labangon,ST ANNE'S LANE UNIT B SALVADOR ST,596157.07,1138691.79,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-22,Saturday,10:00 AM,STATION11_MAMBALING,Basak San Nicolas,MIX GYM N BACALSO AVE,594947.96,1137648.89,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-22,Saturday,3:00 AM,STATION11_MAMBALING,Mambaling,LAWIS ALASKA,596334.95,1137451.89,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2014-02-22,Saturday,6:00 PM,STATION2_FUENTE,Santa Cruz,Inside Velez Gym Villanueva St.,598166.95,1139677.95,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-22,Saturday,9:30 AM,STATION4_MABOLO,Lahug,364 Sunset Drive Brgy. Lahug Cebu City,598245.22,1141511.85,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-23,Sunday,5:00 AM,STATION1_PARIAN,Pari-an,COLON ST,598702.11,1138628.92,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-23,Sunday,11:30 PM,STATION1_PARIAN,Pari-an,SIKATUNA ST,598875.69,1138736.80,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-23,Sunday,4:00 AM,STATION2_FUENTE,Capitol Site,CAPITOL TOURIST INN CAPITOL SITE CEBU CITY,597616.97,1140152.64,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-23,Sunday,6:00 AM,STATION2_FUENTE,Kamputhaw,JULIANA AVE. MANGO SQUARE BRGY.KAMPUTHAW CEBU CITY,598083.09,1139941.22,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2014-02-23,Sunday,9:45 PM,STATION3_WATERFRONT,Santo Ni§o,Borromeo St. near Tabo sa Banay,598346.33,1138133.00,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2014-02-23,Sunday,2:35 AM,STATION4_MABOLO,Apas,I VILLA ST IT PARK APAS CEBU CITY,599032.68,1141801.21,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2014-02-23,Sunday,2:50 PM,STATION5_CARBON,Kalubihan,P Lopez Street,598303.39,1138153.30,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-23,Sunday,3:45 PM,STATION6_PASIL,San Nicolas Proper,N Bacalso Aveue,597323.41,1138406.79,INDEX CRIME,Crime Against Property,THEFT,Snatching
2014-02-23,Sunday,10:00 PM,STATION10_PUNTA,Labangon,INSIDE COMPOUND BRGY HALL,596166.03,1138850.57,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2014-02-23,Sunday,8:30 PM,STATION10_PUNTA,Labangon,TABANAG APARTMENT TRES DE ABRIL ST,596406.53,1138552.40,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-23,Sunday,10:10 AM,STATION4_MABOLO,Mabolo,1508 Ayala Access Road Brgy. Mabolo Cebu City,599653.04,1140952.66,INDEX CRIME,Crime Against Property,THEFT,Gas Tank
2014-02-23,Sunday,11:30 PM,STATION9_GUADALUPE,Guadalupe,12-7 5th St. Southroad Whitehills Subd. Sitio Banawa ,596085.46,1140411.03,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2014-02-24,Monday,8:00 AM,STATION1_PARIAN,Kamagayan,JUNQUERA ST,598565.71,1138670.56,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2014-02-24,Monday,1:30 PM,STATION1_PARIAN,Kamagayan,JUNQUERA ST,598504.61,1138670.39,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2014-02-24,Monday,3:00 AM,STATION1_PARIAN,Pari-an,SANCIANGKO ST,598603.42,1138628.64,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-24,Monday,11:30 PM,STATION1_PARIAN,Pari-an,SIKATUNA ST,598696.20,1139058.46,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2014-02-24,Monday,7:30 AM,STATION2_FUENTE,Capitol Site,ESCARIO ST. NEAR CAPITOL BLDG. CAPITOL SITE CEBU CITY,597515.53,1140510.69,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2014-02-24,Monday,2:30 PM,STATION2_FUENTE,Kamputhaw,MOLAVE ST.ESCARIO BRGY. KAMPUTHAW CEBU CITY,598743.39,1140866.63,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
